ID,adj.P.Val,P.Value,F,Gene.symbol,Gene.title
221032_s_at,0.969,0.2822957,1.332568,TMPRSS5,"transmembrane protease, serine 5"
233895_at,0.969,0.28231214,1.332515,ANKRD24,ankyrin repeat domain 24
232847_at,0.969,0.28231592,1.332503,SALL3,spalt like transcription factor 3
222051_s_at,0.969,0.28236543,1.332344,E2F5,E2F transcription factor 5
244297_at,0.969,0.28236548,1.332344,ANKRD18A,ankyrin repeat domain 18A
241735_at,0.969,0.28237384,1.332317,RASSF8,Ras association domain family member 8
223672_at,0.969,0.28237712,1.332307,SGIP1,SH3 domain GRB2 like endophilin interacting protein 1
1569042_at,0.969,0.28237805,1.332304,LRP1,LDL receptor related protein 1
224994_at,0.969,0.28239118,1.332261,CAMK2D,calcium/calmodulin dependent protein kinase II delta
1557122_s_at,0.969,0.28241354,1.33219,GABRB2,gamma-aminobutyric acid type A receptor beta2 subunit
223715_at,0.969,0.28244528,1.332088,BRSK2,BR serine/threonine kinase 2
203241_at,0.969,0.28245671,1.332051,UVRAG,UV radiation resistance associated
240705_at,0.969,0.2824614,1.332036,CYP19A1,cytochrome P450 family 19 subfamily A member 1
230315_at,0.969,0.28246721,1.332017,,
230252_at,0.969,0.28248821,1.33195,LPAR5,lysophosphatidic acid receptor 5
229383_at,0.969,0.28253136,1.331811,1-Mar,membrane associated ring-CH-type finger 1
234388_at,0.969,0.28255242,1.331744,,
227884_at,0.969,0.28257272,1.331679,TAF15,TATA-box binding protein associated factor 15
232198_at,0.969,0.2825796,1.331657,,
216516_at,0.969,0.28258046,1.331654,,
213430_at,0.969,0.2825836,1.331644,RUFY3,RUN and FYVE domain containing 3
228227_at,0.969,0.28262253,1.331519,ITGB1BP1,integrin subunit beta 1 binding protein 1
205313_at,0.969,0.28263451,1.33148,HNF1B,HNF1 homeobox B
229358_at,0.969,0.28271598,1.331219,IHH,indian hedgehog
1561304_a_at,0.969,0.28273349,1.331163,LOC100422781,uncharacterized LOC100422781
1568987_at,0.969,0.28273606,1.331154,MGC57346///CRHR1-IT1,ADP-ribosylation factor pseudogene///CRHR1 intronic transcript 1
221739_at,0.969,0.28274735,1.331118,MYDGF,myeloid derived growth factor
207909_x_at,0.969,0.28275076,1.331107,DAZ4///DAZ2///DAZ3///DAZ1,deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1
233391_at,0.969,0.28276026,1.331077,CDH26,cadherin 26
225557_at,0.969,0.28280516,1.330933,CSRNP1,cysteine and serine rich nuclear protein 1
224450_s_at,0.969,0.28281271,1.330909,RIOK1,RIO kinase 1
243359_at,0.969,0.28281295,1.330908,,
240867_at,0.969,0.2828524,1.330781,,
216706_x_at,0.969,0.28287673,1.330703,SKAP2///IGHG1,src kinase associated phosphoprotein 2///immunoglobulin heavy constant gamma 1 (G1m marker)
1561891_at,0.969,0.28294961,1.33047,LOC101928668,uncharacterized LOC101928668
240943_at,0.969,0.2829588,1.33044,,
213319_s_at,0.969,0.28296256,1.330428,YBX3,Y-box binding protein 3
201389_at,0.969,0.28300772,1.330283,ITGA5,integrin subunit alpha 5
234101_at,0.969,0.28301643,1.330256,,
202881_x_at,0.969,0.28302001,1.330244,NOL7,nucleolar protein 7
54037_at,0.969,0.28302446,1.33023,HPS4,"HPS4, biogenesis of lysosomal organelles complex 3 subunit 2"
219264_s_at,0.969,0.28308115,1.330048,PPP2R3B,protein phosphatase 2 regulatory subunit B''beta
234026_at,0.969,0.28310499,1.329972,EML2-AS1,EML2 antisense RNA 1
232310_at,0.969,0.28312138,1.329919,MIATNB,MIAT neighbor (non-protein coding)
235102_x_at,0.969,0.28312165,1.329918,SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1,"small nucleolar RNA, C/D box 3D///small nucleolar RNA, C/D box 3C///small nucleolar RNA, C/D box 3B-2///small nucleolar RNA, C/D box 3A///small nucleolar RNA, C/D box 3B-1"
227625_s_at,0.969,0.28317123,1.32976,STUB1,STIP1 homology and U-box containing protein 1
207862_at,0.969,0.28318217,1.329725,UPK2,uroplakin 2
221325_at,0.969,0.2831877,1.329707,KCNK13,potassium two pore domain channel subfamily K member 13
232714_at,0.969,0.28320966,1.329636,TP53TG5,TP53 target 5
218195_at,0.969,0.28322829,1.329577,ARMT1,acidic residue methyltransferase 1
216212_s_at,0.969,0.28322974,1.329572,MIR664B///SNORA56///DKC1,"microRNA 664b///small nucleolar RNA, H/ACA box 56///dyskerin pseudouridine synthase 1"
235898_at,0.969,0.28323911,1.329542,LOC102723845,uncharacterized LOC102723845
208963_x_at,0.969,0.283255,1.329491,MIR1908///FADS1,microRNA 1908///fatty acid desaturase 1
224351_at,0.969,0.28330608,1.329328,LOC100131508,PRO2122
240080_at,0.969,0.28333434,1.329237,,
206765_at,0.969,0.28336059,1.329153,KCNJ2,potassium voltage-gated channel subfamily J member 2
221959_at,0.969,0.28336896,1.329126,FAM110B,family with sequence similarity 110 member B
237144_at,0.969,0.28340772,1.329002,LTBP3,latent transforming growth factor beta binding protein 3
237783_at,0.969,0.28342111,1.32896,PLAC8L1,PLAC8 like 1
231827_at,0.969,0.28345346,1.328856,,
238233_at,0.969,0.28346487,1.328819,,
215308_at,0.969,0.28348704,1.328749,XRCC6,X-ray repair cross complementing 6
235214_at,0.969,0.28349241,1.328731,LURAP1,leucine rich adaptor protein 1
211550_at,0.969,0.2834947,1.328724,EGFR,epidermal growth factor receptor
233810_x_at,0.969,0.28352664,1.328622,,
207129_at,0.969,0.28354166,1.328574,CA5B,carbonic anhydrase 5B
228072_at,0.969,0.28354631,1.328559,SYT12,synaptotagmin 12
239307_at,0.969,0.2835589,1.328519,,
239040_at,0.969,0.2835672,1.328492,HNRNPD,heterogeneous nuclear ribonucleoprotein D
236277_at,0.969,0.28357347,1.328472,PAK3,p21 (RAC1) activated kinase 3
220432_s_at,0.969,0.28359007,1.328419,CYP39A1,cytochrome P450 family 39 subfamily A member 1
227213_at,0.969,0.2836632,1.328185,ADAT2,"adenosine deaminase, tRNA specific 2"
1557544_at,0.969,0.28371227,1.328028,CFAP58,cilia and flagella associated protein 58
205545_x_at,0.969,0.28371771,1.328011,DNAJC8,DnaJ heat shock protein family (Hsp40) member C8
227023_at,0.969,0.28373303,1.327962,ZFP41///GLI4,ZFP41 zinc finger protein///GLI family zinc finger 4
1552929_at,0.969,0.28381771,1.327691,GRK7,G protein-coupled receptor kinase 7
231725_at,0.969,0.28383034,1.327651,PCDHB2,protocadherin beta 2
238080_at,0.969,0.2838354,1.327635,B4GALNT4,"beta-1,4-N-acetyl-galactosaminyltransferase 4"
234653_at,0.969,0.2838498,1.327589,NLRP2B,NLR family pyrin domain containing 2B
231685_at,0.969,0.28385187,1.327582,,
1566761_a_at,0.969,0.28387305,1.327514,LINC00884,long intergenic non-protein coding RNA 884
238201_at,0.969,0.28389976,1.327429,LOC105376975,uncharacterized LOC105376975
234451_at,0.969,0.28395658,1.327247,,
211540_s_at,0.969,0.28396736,1.327213,RB1,RB transcriptional corepressor 1
204594_s_at,0.969,0.28397063,1.327203,MIEF1,mitochondrial elongation factor 1
226983_at,0.969,0.28399461,1.327126,ZNF777,zinc finger protein 777
217787_s_at,0.969,0.28399573,1.327122,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2
212497_at,0.969,0.28400054,1.327107,MAPK1IP1L,mitogen-activated protein kinase 1 interacting protein 1 like
227193_at,0.969,0.28400868,1.327081,SLC30A4,solute carrier family 30 member 4
1570552_at,0.969,0.28401754,1.327053,,
219860_at,0.969,0.28404991,1.326949,LY6G5C,"lymphocyte antigen 6 complex, locus G5C"
216426_at,0.969,0.284063,1.326908,,
205860_x_at,0.969,0.28408342,1.326842,FOLH1B///FOLH1,folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1
37966_at,0.969,0.28410133,1.326785,PARVB,parvin beta
239388_at,0.969,0.28413027,1.326693,RNASET2,ribonuclease T2
242367_at,0.969,0.28413355,1.326682,,
230892_at,0.969,0.28417858,1.326539,,
201188_s_at,0.969,0.28418879,1.326506,ITPR3,"inositol 1,4,5-trisphosphate receptor type 3"
203563_at,0.969,0.28419299,1.326493,AFAP1,actin filament associated protein 1
235412_at,0.969,0.28419906,1.326473,ARHGEF7,Rho guanine nucleotide exchange factor 7
237804_at,0.969,0.28420512,1.326454,DNAH11,dynein axonemal heavy chain 11
239988_at,0.969,0.28426011,1.326278,,
244723_at,0.969,0.28426051,1.326277,ACSM2A,acyl-CoA synthetase medium-chain family member 2A
202358_s_at,0.969,0.28430066,1.326149,SNX19,sorting nexin 19
219345_at,0.969,0.28432228,1.32608,BOLA1,bolA family member 1
235710_at,0.969,0.28440236,1.325825,VPS53,"VPS53, GARP complex subunit"
226482_s_at,0.969,0.28442259,1.32576,TSTD1,thiosulfate sulfurtransferase like domain containing 1
234293_x_at,0.969,0.28443049,1.325735,HRES1,HTLV-1 related endogenous sequence
1566787_at,0.969,0.28443523,1.32572,,
238063_at,0.969,0.28445122,1.325669,TMEM154,transmembrane protein 154
1570281_at,0.969,0.28445535,1.325656,,
1555908_at,0.969,0.2844615,1.325636,FAM120A,family with sequence similarity 120A
238298_at,0.969,0.28449056,1.325543,LINC00845,long intergenic non-protein coding RNA 845
202597_at,0.969,0.28453393,1.325405,IRF6,interferon regulatory factor 6
228738_at,0.969,0.28453435,1.325404,D2HGDH,D-2-hydroxyglutarate dehydrogenase
211713_x_at,0.969,0.28453637,1.325397,KIAA0101,KIAA0101
211121_s_at,0.969,0.28454642,1.325365,DOK1,docking protein 1
241707_at,0.969,0.28455131,1.32535,TRABD2B,TraB domain containing 2B
1552931_a_at,0.969,0.28456432,1.325308,PDE8A,phosphodiesterase 8A
227732_at,0.969,0.28458513,1.325242,ATXN7L1,ataxin 7 like 1
1569490_at,0.969,0.28459996,1.325195,FNDC3B,fibronectin type III domain containing 3B
216196_at,0.969,0.28461349,1.325151,,
240518_at,0.969,0.28461903,1.325134,LOC729291,translation initiation factor IF-2
1555711_x_at,0.969,0.28462037,1.32513,,
222427_s_at,0.969,0.28463397,1.325086,LARS,leucyl-tRNA synthetase
243474_at,0.969,0.28464064,1.325065,,
224557_x_at,0.969,0.2846882,1.324913,P2RX2,purinergic receptor P2X 2
231281_at,0.969,0.28469149,1.324903,,
1563671_at,0.969,0.28471702,1.324822,LACE1,lactation elevated 1
231533_at,0.969,0.28476027,1.324684,,
1552274_at,0.969,0.28477717,1.32463,PXK,PX domain containing serine/threonine kinase like
218782_s_at,0.969,0.28480576,1.324539,ATAD2,"ATPase family, AAA domain containing 2"
235512_at,0.969,0.28481179,1.32452,CDKL1,cyclin dependent kinase like 1
1561003_at,0.969,0.28482339,1.324483,,
205100_at,0.969,0.28483903,1.324433,GFPT2,glutamine-fructose-6-phosphate transaminase 2
203249_at,0.969,0.28484457,1.324415,EZH1,enhancer of zeste 1 polycomb repressive complex 2 subunit
231937_at,0.969,0.28485135,1.324394,,
218799_at,0.969,0.28488547,1.324285,GPN2,GPN-loop GTPase 2
1563571_at,0.969,0.2849118,1.324201,CTBP1-AS,CTBP1 antisense RNA
214200_s_at,0.969,0.28492556,1.324157,COL6A1,collagen type VI alpha 1 chain
202215_s_at,0.969,0.28496039,1.324046,NFYC,nuclear transcription factor Y subunit gamma
235702_at,0.969,0.28496135,1.324043,ZNF225,zinc finger protein 225
229248_at,0.969,0.28496711,1.324025,UCHL5,ubiquitin C-terminal hydrolase L5
1558569_at,0.969,0.28498604,1.323965,LOC100131541,uncharacterized LOC100131541
225746_at,0.969,0.28503892,1.323797,RAB11FIP4,RAB11 family interacting protein 4
35179_at,0.969,0.2850591,1.323732,B3GAT3,"beta-1,3-glucuronyltransferase 3"
211589_at,0.969,0.28507619,1.323678,PML,promyelocytic leukemia
215767_at,0.969,0.28512764,1.323514,ZNF804A,zinc finger protein 804A
230659_at,0.969,0.28517953,1.323349,,
222525_s_at,0.969,0.28519291,1.323307,CCDC25,coiled-coil domain containing 25
208717_at,0.969,0.28520546,1.323267,OXA1L,"OXA1L, mitochondrial inner membrane protein"
208607_s_at,0.969,0.28520732,1.323261,SAA2-SAA4///SAA2///SAA1,SAA2-SAA4 readthrough///serum amyloid A2///serum amyloid A1
229289_at,0.969,0.28521383,1.32324,FAM71E1,family with sequence similarity 71 member E1
206911_at,0.969,0.2852309,1.323186,TRIM25,tripartite motif containing 25
203438_at,0.969,0.2852853,1.323013,STC2,stanniocalcin 2
1562873_at,0.969,0.28528822,1.323003,LOC101928818///PWRN1,uncharacterized LOC101928818///Prader-Willi region non-protein coding RNA 1
238727_at,0.969,0.28528878,1.323002,LOC440934,uncharacterized LOC440934
228165_at,0.969,0.28529148,1.322993,PIANP,PILR alpha associated neural protein
208734_x_at,0.969,0.28531862,1.322907,RAB2A,"RAB2A, member RAS oncogene family"
221107_at,0.969,0.28534016,1.322838,CHRNA9,cholinergic receptor nicotinic alpha 9 subunit
232504_at,0.969,0.28534398,1.322826,MIR146A,microRNA 146a
37384_at,0.969,0.28538722,1.322689,PPM1F,"protein phosphatase, Mg2+/Mn2+ dependent 1F"
222187_x_at,0.969,0.28538939,1.322682,G3BP1,G3BP stress granule assembly factor 1
238997_at,0.969,0.28540876,1.32262,PSORS1C3,psoriasis susceptibility 1 candidate 3 (non-protein coding)
235828_at,0.969,0.28542162,1.322579,PRELID2,PRELI domain containing 2
205017_s_at,0.969,0.28542686,1.322563,MBNL2,muscleblind like splicing regulator 2
219946_x_at,0.969,0.2854338,1.322541,MYH14,"myosin, heavy chain 14, non-muscle"
223709_s_at,0.969,0.28543646,1.322532,WNT10A,Wnt family member 10A
243603_at,0.969,0.28544132,1.322517,,
1566952_at,0.969,0.28544412,1.322508,,
212823_s_at,0.969,0.28548001,1.322394,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3
1553041_at,0.969,0.28548445,1.32238,HTR3C,5-hydroxytryptamine receptor 3C
205327_s_at,0.969,0.28548554,1.322376,ACVR2A,activin A receptor type 2A
207358_x_at,0.969,0.28549373,1.32235,MACF1,microtubule-actin crosslinking factor 1
237403_at,0.969,0.28549441,1.322348,GFI1B,growth factor independent 1B transcriptional repressor
219755_at,0.969,0.2855011,1.322327,CBX8,chromobox 8
230836_at,0.969,0.28552287,1.322258,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
237556_at,0.969,0.28553029,1.322234,,
235667_at,0.969,0.28553507,1.322219,USP46-AS1,USP46 antisense RNA 1
221541_at,0.969,0.28553836,1.322208,CRISPLD2,cysteine rich secretory protein LCCL domain containing 2
1555487_a_at,0.969,0.28554298,1.322194,ACTR3B,ARP3 actin related protein 3 homolog B
243563_at,0.969,0.28559282,1.322035,,
224888_at,0.969,0.28565684,1.321832,EPT1,ethanolaminephosphotransferase 1
212613_at,0.969,0.28567196,1.321784,BTN3A2,butyrophilin subfamily 3 member A2
1562005_at,0.969,0.28568709,1.321736,RIN3,Ras and Rab interactor 3
224374_s_at,0.969,0.28569174,1.321721,EMILIN2,elastin microfibril interfacer 2
1553456_at,0.969,0.28569609,1.321707,,
231274_s_at,0.969,0.28573523,1.321583,,
243546_at,0.969,0.28574061,1.321566,,
229135_at,0.969,0.28575213,1.32153,FASTKD2,FAST kinase domains 2
214178_s_at,0.969,0.28576313,1.321495,SOX2,SRY-box 2
232244_at,0.969,0.28577499,1.321457,KIAA1161,KIAA1161
1557863_at,0.969,0.2857774,1.321449,PLA2G4E-AS1,PLA2G4E antisense RNA 1
226199_at,0.969,0.28580544,1.32136,UPRT,uracil phosphoribosyltransferase homolog
241192_at,0.969,0.28583742,1.321259,,
241993_x_at,0.969,0.2858437,1.321239,,
235456_at,0.969,0.28585591,1.3212,,
221390_s_at,0.969,0.28586084,1.321184,ASB12///MTMR8,ankyrin repeat and SOCS box containing 12///myotubularin related protein 8
225387_at,0.969,0.28586828,1.321161,TSPAN5,tetraspanin 5
202294_at,0.969,0.28587341,1.321145,STAG1,stromal antigen 1
1559067_a_at,0.969,0.28591324,1.321018,LOC158402,uncharacterized LOC158402
212687_at,0.969,0.28591684,1.321007,LIMS4///LIMS3///LIMS1,LIM zinc finger domain containing 4///LIM zinc finger domain containing 3///LIM zinc finger domain containing 1
205936_s_at,0.969,0.28592249,1.320989,HK3,hexokinase 3
237963_x_at,0.969,0.28594646,1.320913,,
1557739_at,0.969,0.28595203,1.320895,LOC105372547,uncharacterized LOC105372547
230732_s_at,0.969,0.28595619,1.320882,MAPK4,mitogen-activated protein kinase 4
203592_s_at,0.969,0.28600742,1.320719,FSTL3,follistatin like 3
233678_at,0.969,0.28601165,1.320706,TCF12,transcription factor 12
205951_at,0.969,0.28604889,1.320588,MYH1,myosin heavy chain 1
238060_s_at,0.969,0.28605247,1.320577,B4GALNT4,"beta-1,4-N-acetyl-galactosaminyltransferase 4"
240912_x_at,0.969,0.28606568,1.320535,EWSAT1,Ewing sarcoma associated transcript 1
231692_at,0.969,0.28606924,1.320523,PIGG,phosphatidylinositol glycan anchor biosynthesis class G
241608_at,0.969,0.28608109,1.320486,,
234724_x_at,0.969,0.2860945,1.320443,PCDHB18P,protocadherin beta 18 pseudogene
1554931_at,0.969,0.28610703,1.320404,CYP4A22///CYP4A11,cytochrome P450 family 4 subfamily A member 22///cytochrome P450 family 4 subfamily A member 11
207363_at,0.969,0.28610775,1.320401,RS1,retinoschisin 1
205632_s_at,0.969,0.28612854,1.320335,PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta
212912_at,0.969,0.28613278,1.320322,RPS6KA2,ribosomal protein S6 kinase A2
224585_x_at,0.969,0.2861391,1.320302,ACTG1///ACTB,actin gamma 1///actin beta
201450_s_at,0.969,0.28619721,1.320118,TIA1,TIA1 cytotoxic granule-associated RNA binding protein
237741_at,0.969,0.28621224,1.32007,SLC25A36,solute carrier family 25 member 36
240696_at,0.969,0.28622849,1.320018,,
216602_s_at,0.969,0.28624517,1.319966,FARSA,phenylalanyl-tRNA synthetase alpha subunit
230300_at,0.969,0.28627113,1.319883,PSMA5,proteasome subunit alpha 5
228406_at,0.969,0.28629599,1.319805,SMYD1,SET and MYND domain containing 1
219901_at,0.969,0.28629697,1.319801,FGD6,"FYVE, RhoGEF and PH domain containing 6"
208794_s_at,0.969,0.28630321,1.319782,SMARCA4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
222844_s_at,0.969,0.28631555,1.319743,SRR,serine racemase
215713_at,0.969,0.28631949,1.31973,,
1557723_at,0.969,0.2863219,1.319722,LOC285847,uncharacterized LOC285847
1563541_at,0.969,0.28634375,1.319653,,
241547_at,0.969,0.28636001,1.319602,A1CF,APOBEC1 complementation factor
240548_at,0.969,0.28637225,1.319563,,
207002_s_at,0.969,0.2863785,1.319543,PLAGL1,PLAG1 like zinc finger 1
243393_at,0.969,0.28640222,1.319468,,
229902_at,0.969,0.28642684,1.31939,FLT4,fms related tyrosine kinase 4
1556320_at,0.969,0.28645398,1.319304,STOML1,stomatin like 1
220039_s_at,0.969,0.28648067,1.31922,CDKAL1,CDK5 regulatory subunit associated protein 1 like 1
1555266_a_at,0.969,0.28648475,1.319207,ASXL2,"additional sex combs like 2, transcriptional regulator"
231087_at,0.969,0.28648589,1.319203,,
211876_x_at,0.969,0.28649367,1.319178,PCDHGA3///PCDHGA5///PCDHGA6///PCDHGA10///PCDHGA11///PCDHGA12///PCDHGC3,"protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily C, 3"
242140_at,0.969,0.28649741,1.319167,ERVK3-1///ZNF8,endogenous retrovirus group K3 member 1///zinc finger protein 8
1556107_at,0.969,0.28652633,1.319075,LOC105372881,uncharacterized LOC105372881
240968_at,0.969,0.28653396,1.319051,,
1555164_at,0.969,0.2865348,1.319048,KIF26B,kinesin family member 26B
233349_at,0.969,0.28660109,1.318838,,
206635_at,0.969,0.28661995,1.318779,CHRNB2,cholinergic receptor nicotinic beta 2 subunit
235101_at,0.969,0.28662102,1.318775,FNBP4,formin binding protein 4
220543_at,0.969,0.28663517,1.31873,C21orf62,chromosome 21 open reading frame 62
204155_s_at,0.969,0.28667113,1.318617,SIK3,SIK family kinase 3
215557_at,0.969,0.28668203,1.318582,,
211641_x_at,0.969,0.28669874,1.318529,IGHV4-31///IGHM///IGHG3///IGHG1///IGHD///IGHA2///IGHA1,immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1
214208_at,0.969,0.28671761,1.318469,KLHL35,kelch like family member 35
